generation;individual;reservoir_size;outputs;spectral_radius;sparsity;-nn-units1;-nn-activations1;-nn-units2;-nn-activations2;-nn-units3;-nn-activations3;-nn-units4;-nn-activations4;time_exec;test_validation;esn_params;nn_params;nn_hidden_layer;score;best
2;7;58;1;0.8;0.8;229;relu;130;relu;218;relu;28;relu;2.2912909984588623;0.3902439024390244;4351364;522877;4;0.46982699802843475;0.0
2;8;56;1;0.8;0.8;52;relu;130;relu;220;relu;82;relu;1.962040901184082;0.35;4339136;158050;4;0.46835283364844066;0.0
2;9;46;1;0.8;0.8;60;relu;205;relu;117;relu;29;relu;2.398953676223755;0.33333333333333337;4278116;160149;4;0.4523772621705932;0.0
2;10;46;1;0.8;0.8;52;relu;130;relu;204;relu;92;relu;2.2779722213745117;0.3;4278116;156712;4;0.4194074509722358;0.0
2;11;326;1;0.8;0.8;60;relu;143;softmax;212;relu;25;relu;2.386040449142456;0.0;6062276;164688;4;0.09186575619331182;1.0
2;12;266;1;0.8;0.8;57;softmax;14;relu;85;relu;30;softmax;2.37440824508667;0.0;5666756;118786;4;0.10263923038810359;1.0
2;13;258;1;0.8;0.8;249;relu;31;relu;22;relu;95;relu;2.599440336227417;0.30769230769230765;5614564;509080;4;0.36983220291112295;0.0
2;14;270;1;0.8;0.8;60;relu;159;relu;220;relu;28;relu;2.4970345497131348;0.4090909090909091;5692900;171205;4;0.5057947068130415;0.0
2;15;294;1;0.8;0.8;32;relu;158;relu;29;relu;45;relu;2.307197332382202;0.3902439024390244;5850436;75299;4;0.4947340546809492;0.0
2;16;2;1;0.8;0.8;57;relu;31;relu;212;relu;31;relu;1.983034372329712;0.3829787234042553;4012004;129306;4;0.5092669211423244;0.0
2;17;298;1;0.8;0.8;1;relu;28;relu;21;relu;79;relu;2.2636232376098633;0.0;5876804;4564;4;0.1115770310217725;0.0
2;18;58;1;0.8;0.8;308;softmax;130;relu;220;relu;26;relu;2.9290003776550293;0.0;4351364;691098;4;0.0617908182929912;1.0
2;19;266;1;0.8;0.8;27;relu;27;relu;212;relu;15;relu;2.228199005126953;0.2631578947368421;5666756;63946;4;0.37159740265828356;0.0
2;20;24;1;0.8;0.8;52;relu;158;softmax;86;relu;83;relu;2.0450470447540283;0.0;4144576;133489;4;0.12386197139865018;0.0
2;21;298;1;0.8;0.8;461;relu;8;relu;183;relu;79;relu;2.9942049980163574;0.5483870967741935;5876804;942500;4;0.5607611900040483;0.0
2;22;266;1;0.8;0.8;65;relu;12;relu;151;relu;79;relu;2.2823522090911865;0.45833333333333326;5666756;144988;4;0.5582012494995455;0.0
2;23;266;1;0.8;0.8;57;relu;31;relu;220;relu;23;relu;2.264260768890381;0.30769230769230765;5666756;128026;4;0.40935424843037405;0.0
2;24;270;1;0.8;0.8;188;relu;158;relu;85;relu;29;relu;2.4649922847747803;0.3181818181818182;5692900;422119;4;0.388347125076089;0.0
2;25;42;1;0.8;0.8;49;relu;2;relu;220;relu;94;relu;2.059887647628784;0.2631578947368421;4253764;119773;4;0.38683668549700456;0.0
2;26;294;1;0.8;0.8;60;relu;159;relu;214;relu;25;relu;2.4689619541168213;0.5;5850436;169426;4;0.5945345956522003;0.0
